subfamily,genus,species,synonym,status
Pierinae,Theochila,Theochila_maenacte,,extant
Pierinae,Archonias,Archonias_brassolis,,extant
Coliadinae,Anteos,Anteos_maerula,,extant
Coliadinae,Anteos,Anteos_menippe,,extant
Coliadinae,Anteos,Anteos_clorinde,,extant
Pierinae,Cunizza,Cunizza_hirlanda,,extant
Pierinae,Ganyra,Ganyra_howarthi,,extant
Pierinae,Ganyra,Ganyra_phaloe,,extant
Pierinae,Ganyra,Ganyra_josephina,,extant
Pierinae,Pareronia,Pareronia_valeria,,extant
Pierinae,Pareronia,Pareronia_jobaea,,extant
Pierinae,Pareronia,Pareronia_avatar,,extant
Pierinae,Pareronia,Pareronia_tritaea,,extant
Pierinae,Pareronia,Pareronia_ceylanica,,extant
Pierinae,Pareronia,Pareronia_argolis,,extant
Pierinae,Pareronia,Pareronia_phocaea,,extant
Pierinae,Pareronia,Pareronia_nishiyamai,,extant
Pierinae,Pareronia,Pareronia_boebera,,extant
Pierinae,Pareronia,Pareronia_anais,,extant
Dismorphiinae,Lieinix,Lieinix_neblina,,extant
Dismorphiinae,Lieinix,Lieinix_christa,,extant
Dismorphiinae,Lieinix,Lieinix_lala,,extant
Dismorphiinae,Lieinix,Lieinix_viridifascia,,extant
Dismorphiinae,Lieinix,Lieinix_nemesis,,extant
Dismorphiinae,Lieinix,Lieinix_cinerascens,,extant
Pierinae,Belenois,Belenois_java,,extant
Pierinae,Belenois,Belenois_margaritacea,,extant
Pierinae,Belenois,Belenois_albomaculatus,,extant
Pierinae,Belenois,Belenois_rubrosignata,,extant
Pierinae,Belenois,Belenois_aurota,,extant
Pierinae,Belenois,Belenois_theora,,extant
Pierinae,Belenois,Belenois_crawshayi,,extant
Pierinae,Belenois,Belenois_victoria,,extant
Pierinae,Belenois,Belenois_gidica,,extant
Pierinae,Belenois,Belenois_ianthe,,extant
Pierinae,Belenois,Belenois_mabella,,extant
Pierinae,Belenois,Belenois_raffrayi,,extant
Pierinae,Belenois,Belenois_anomala,,extant
Pierinae,Belenois,Belenois_sudanensis,,extant
Pierinae,Belenois,Belenois_consanguis,,extant
Pierinae,Belenois,Belenois_thysa,,extant
Pierinae,Belenois,Belenois_diminuta,,extant
Pierinae,Belenois,Belenois_hedyle,,extant
Pierinae,Belenois,Belenois_helcida,,extant
Pierinae,Belenois,Belenois_larima,,extant
Pierinae,Belenois,Belenois_ogygia,,extant
Pierinae,Belenois,Belenois_aldabrensis,,extant
Pierinae,Belenois,Belenois_solilucis,,extant
Pierinae,Belenois,Belenois_antsianaka,,extant
Pierinae,Belenois,Belenois_subeida,,extant
Pierinae,Belenois,Belenois_calypso,,extant
Pierinae,Belenois,Belenois_theuszi,,extant
Pierinae,Belenois,Belenois_creona,,extant
Pierinae,Belenois,Belenois_zochalia,,extant
Pierinae,Belenois,Belenois_gradidieri,,extant
Pierinae,Euchloe,Euchloe_transcaspica,Elphinstonia_transcaspica,extant
Pierinae,Euchloe,Euchloe_penia,,extant
Pierinae,Euchloe,Euchloe_charlonia,,extant
Pierinae,Euchloe,Euchloe_tomyris,Elphinstonia_tomyris,extant
Pierinae,Glennia,Glennia_pylotis,,extant
Pierinae,Pereute,Pereute_callinira,,extant
Pierinae,Pereute,Pereute_telthusa,,extant
Pierinae,Pereute,Pereute_cheops,,extant
Pierinae,Pereute,Pereute_callinice,,extant
Pierinae,Pereute,Pereute_swainsoni,,extant
Pierinae,Pereute,Pereute_lindemannae,,extant
Pierinae,Pereute,Pereute_charops,,extant
Pierinae,Pereute,Pereute_antodyca,,extant
Pierinae,Pereute,Pereute_leucodrosime,,extant
Pierinae,Perrhybris,Perrhybris_pamela,,extant
Pierinae,Perrhybris,Perrhybris_lypera,,extant
Pierinae,Perrhybris,Perrhybris_lorena,,extant
Dismorphiinae,Dismorphia,Dismorphia_teresa,,extant
Dismorphiinae,Dismorphia,Dismorphia_crisia,,extant
Dismorphiinae,Dismorphia,Dismorphia_thermesina,,extant
Dismorphiinae,Dismorphia,Dismorphia_eunoe,,extant
Dismorphiinae,Dismorphia,Dismorphia_zathoe,,extant
Dismorphiinae,Dismorphia,Dismorphia_lelex,,extant
Dismorphiinae,Dismorphia,Dismorphia_medorilla,,extant
Dismorphiinae,Dismorphia,Dismorphia_niepelti,,extant
Dismorphiinae,Dismorphia,Dismorphia_arcadia,,extant
Dismorphiinae,Dismorphia,Dismorphia_boliviana,,extant
Dismorphiinae,Dismorphia,Dismorphia_thermesia,,extant
Dismorphiinae,Dismorphia,Dismorphia_cubana,,extant
Dismorphiinae,Dismorphia,Dismorphia_zaela,,extant
Dismorphiinae,Dismorphia,Dismorphia_laja,,extant
Dismorphiinae,Dismorphia,Dismorphia_lua,,extant
Dismorphiinae,Dismorphia,Dismorphia_lygdamis,,extant
Dismorphiinae,Dismorphia,Dismorphia_medora,,extant
Dismorphiinae,Dismorphia,Dismorphia_mirandola,,extant
Dismorphiinae,Dismorphia,Dismorphia_amphione,,extant
Dismorphiinae,Dismorphia,Dismorphia_spio,,extant
Dismorphiinae,Dismorphia,Dismorphia_astyocha,,extant
Dismorphiinae,Dismorphia,Dismorphia_theucharila,,extant
Dismorphiinae,Dismorphia,Dismorphia_hyposticta,,extant
Dismorphiinae,Dismorphia,Dismorphia_lewyi,,extant
Dismorphiinae,Dismorphia,Dismorphia_lycosura,,extant
Dismorphiinae,Dismorphia,Dismorphia_lysis,,extant
Dismorphiinae,Dismorphia,Dismorphia_melia,,extant
Dismorphiinae,Dismorphia,Dismorphia_altis,,extant
Dismorphiinae,Dismorphia,Dismorphia_pseudolewyi,,extant
Pierinae,Euchloe,Euchloe_lotta,,extant
Pierinae,Euchloe,Euchloe_tagis,,extant
Pierinae,Euchloe,Euchloe_ausonia,,extant
Pierinae,Euchloe,Euchloe_falloui,,extant
Pierinae,Euchloe,Euchloe_insularis,,extant
Pierinae,Euchloe,Euchloe_olympia,,extant
Pierinae,Euchloe,Euchloe_ausonides,,extant
Pierinae,Euchloe,Euchloe_creusa,,extant
Pierinae,Euchloe,Euchloe_lessei,,extant
Pierinae,Euchloe,Euchloe_simplonia,,extant
Pierinae,Euchloe,Euchloe_aegyptiaca,,extant
Pierinae,Euchloe,Euchloe_belemia,,extant
Pierinae,Euchloe,Euchloe_daphalis,,extant
Pierinae,Euchloe,Euchloe_guaymasensis,,extant
Pierinae,Euchloe,Euchloe_hyantis,,extant
Pierinae,Catopsilia,Catopsilia_pomona,,extant
Pierinae,Catopsilia,Catopsilia_gorgophone,,extant
Pierinae,Catopsilia,Catopsilia_boisduvalii,,extant
Pierinae,Catopsilia,Catopsilia_scylla,,extant
Pierinae,Catopsilia,Catopsilia_mabillei,,extant
Pierinae,Catopsilia,Catopsilia_florella,,extant
Pierinae,Catopsilia,Catopsilia_thauruma,,extant
Pierinae,Catopsilia,Catopsilia_pyranthe,,extant
Pierinae,Catopsilia,Catopsilia_grandidieri,,extant
Pierinae,Delias,Delias_oktanglap,,extant
Pierinae,Delias,Delias_bagoe,,extant
Pierinae,Delias,Delias_zebuda,,extant
Pierinae,Delias,Delias_menooensis,,extant
Pierinae,Delias,Delias_abrophora,,extant
Pierinae,Delias,Delias_subnubila,,extant
Pierinae,Delias,Delias_kuehni,,extant
Pierinae,Delias,Delias_roepkei,,extant
Pierinae,Delias,Delias_campbelli,,extant
Pierinae,Delias,Delias_awongkor,,extant
Pierinae,Delias,Delias_melusina,,extant
Pierinae,Delias,Delias_subapicalis,,extant
Pierinae,Delias,Delias_dixeyi,,extant
Pierinae,Delias,Delias_konokono,,extant
Pierinae,Delias,Delias_rileyi,,extant
Pierinae,Delias,Delias_callista,,extant
Pierinae,Delias,Delias_autumnalis,,extant
Pierinae,Delias,Delias_zebra,,extant
Pierinae,Delias,Delias_euphemia,,extant
Pierinae,Delias,Delias_meeki,,extant
Pierinae,Delias,Delias_stresemanni,,extant
Pierinae,Delias,Delias_discus,,extant
Pierinae,Delias,Delias_ribbei,,extant
Pierinae,Delias,Delias_henningia,,extant
Pierinae,Delias,Delias_nysa,,extant
Pierinae,Delias,Delias_aurantiaca,,extant
Pierinae,Delias,Delias_yabensis,,extant
Pierinae,Delias,Delias_eumolpe,,extant
Pierinae,Delias,Delias_mavroneria,,extant
Pierinae,Delias,Delias_splendida,,extant
Pierinae,Delias,Delias_dice,,extant
Pierinae,Delias,Delias_klossi,,extant
Pierinae,Delias,Delias_pulla,,extant
Pierinae,Delias,Delias_callima,,extant
Pierinae,Delias,Delias_hempeli,,extant
Pierinae,Delias,Delias_nuydaorum,,extant
Pierinae,Delias,Delias_aruna,,extant
Pierinae,Delias,Delias_woodi,,extant
Pierinae,Delias,Delias_eudiabolus,,extant
Pierinae,Delias,Delias_sphenodiscus,,extant
Pierinae,Delias,Delias_diaphana,,extant
Pierinae,Delias,Delias_kenricki,,extant
Pierinae,Delias,Delias_caliban,,extant
Pierinae,Delias,Delias_hemianops,,extant
Pierinae,Delias,Delias_ninus,,extant
Pierinae,Delias,Delias_aroae,,extant
Pierinae,Delias,Delias_wollastoni,,extant
Pierinae,Delias,Delias_eucharis,,extant
Pierinae,Delias,Delias_maudei,,extant
Pierinae,Delias,Delias_singhapura,,extant
Pierinae,Delias,Delias_destrigata,,extant
Pierinae,Delias,Delias_laknekei,,extant
Pierinae,Delias,Delias_pseudomarguerita,,extant
Pierinae,Delias,Delias_caeneus,,extant
Pierinae,Delias,Delias_harpalyce,,extant
Pierinae,Delias,Delias_nigropunctata,,extant
Pierinae,Delias,Delias_argenthona,,extant
Pierinae,Delias,Delias_wilemani,,extant
Pierinae,Delias,Delias_eschatia,,extant
Pierinae,Delias,Delias_mariae,,extant
Pierinae,Delias,Delias_simanabum,,extant
Pierinae,Delias,Delias_kazueae,,extant
Pierinae,Delias,Delias_prouti,,extant
Pierinae,Delias,Delias_buruana,,extant
Pierinae,Delias,Delias_hapalina,,extant
Pierinae,Delias,Delias_nigrina,,extant
Pierinae,Delias,Delias_argentata,,extant
Pierinae,Delias,Delias_weiskei,,extant
Pierinae,Delias,Delias_enniana,,extant
Pierinae,Delias,Delias_marguerita,,extant
Pierinae,Delias,Delias_sigit,,extant
Pierinae,Delias,Delias_descombesi,,extant
Pierinae,Delias,Delias_jordani,,extant
Pierinae,Delias,Delias_bothwelli,,extant
Pierinae,Delias,Delias_hallstromi,,extant
Pierinae,Delias,Delias_arfakensis,,extant
Pierinae,Delias,Delias_waterstradti,,extant
Pierinae,Delias,Delias_ennia,,extant
Pierinae,Delias,Delias_manuselensis,,extant
Pierinae,Delias,Delias_denigrata,,extant
Pierinae,Delias,Delias_joiceyi,,extant
Pierinae,Delias,Delias_bosnikiana,,extant
Pierinae,Delias,Delias_hagenensis,,extant
Pierinae,Delias,Delias_nieuwenhuisi,,extant
Pierinae,Delias,Delias_walshae,,extant
Pierinae,Delias,Delias_cyclosticha,,extant
Pierinae,Delias,Delias_mayrhoferi,,extant
Pierinae,Delias,Delias_pratti,,extant
Pierinae,Delias,Delias_bornemanni,,extant
Pierinae,Delias,Delias_gilliardi,,extant
Pierinae,Delias,Delias_niepelti,,extant
Pierinae,Delias,Delias_madetes,,extant
Pierinae,Delias,Delias_shirozui,,extant
Pierinae,Delias,Delias_cuningputi,,extant
Pierinae,Delias,Delias_shunichii,,extant
Pierinae,Delias,Delias_poecilea,,extant
Pierinae,Delias,Delias_geraldina,,extant
Pierinae,Delias,Delias_neeltje,,extant
Pierinae,Delias,Delias_arabuana,,extant
Pierinae,Delias,Delias_virgo,,extant
Pierinae,Delias,Delias_endela,,extant
Pierinae,Delias,Delias_lytaea,,extant
Pierinae,Delias,Delias_schuppi,,extant
Pierinae,Delias,Delias_crithoe,,extant
Pierinae,Delias,Delias_germana,,extant
Pierinae,Delias,Delias_phippsi,,extant
Pierinae,Delias,Delias_bobaga,,extant
Pierinae,Delias,Delias_georgina,,extant
Pierinae,Delias,Delias_neagra,,extant
Pierinae,Delias,Delias_approximata,,extant
Pierinae,Delias,Delias_elongatus,,extant
Pierinae,Delias,Delias_luteola,,extant
Pierinae,Delias,Delias_itamputi,,extant
Pierinae,Delias,Delias_schoenigi,,extant
Pierinae,Delias,Delias_inexpectata,,extant
Pierinae,Delias,Delias_pheres,,extant
Pierinae,Delias,Delias_blanca,,extant
Pierinae,Delias,Delias_apoensis,,extant
Pierinae,Delias,Delias_vidua,,extant
Pierinae,Delias,Delias_ellipsis,,extant
Pierinae,Delias,Delias_luctuosa,,extant
Pierinae,Delias,Delias_schoenbergi,,extant
Pierinae,Delias,Delias_clathrata,,extant
Pierinae,Delias,Delias_iltis,,extant
Pierinae,Delias,Delias_periboea,,extant
Pierinae,Delias,Delias_isocharis,,extant
Pierinae,Delias,Delias_narses,,extant
Pierinae,Delias,Delias_apatela,,extant
Pierinae,Delias,Delias_toxopei,,extant
Pierinae,Delias,Delias_ligata,,extant
Pierinae,Delias,Delias_schmassmanni,,extant
Pierinae,Delias,Delias_citrona,,extant
Pierinae,Delias,Delias_patrua,,extant
Pierinae,Delias,Delias_biaka,,extant
Pierinae,Delias,Delias_ganymedes,,extant
Pierinae,Delias,Delias_nakanokeikoae,,extant
Pierinae,Delias,Delias_angiensis,,extant
Pierinae,Delias,Delias_totila,,extant
Pierinae,Delias,Delias_eileenae,,extant
Pierinae,Delias,Delias_levicki,,extant
Pierinae,Delias,Delias_sawyeri,,extant
Pierinae,Delias,Delias_cinerascens,,extant
Pierinae,Delias,Delias_imitator,,extant
Pierinae,Delias,Delias_berinda,,extant
Pierinae,Delias,Delias_gabia,,extant
Pierinae,Delias,Delias_isse,,extant
Pierinae,Delias,Delias_nais,,extant
Pierinae,Delias,Delias_angabungana,,extant
Pierinae,Delias,Delias_timorensis,,extant
Pierinae,Delias,Delias_eichhorni,,extant
Pierinae,Delias,Delias_sanaca,,extant
Pierinae,Delias,Delias_chrysomelaena,,extant
Pierinae,Delias,Delias_pasithoe,,extant
Pierinae,Delias,Delias_benasu,,extant
Pierinae,Delias,Delias_funerea,,extant
Pierinae,Delias,Delias_mysis,,extant
Pierinae,Delias,Delias_alepa,,extant
Pierinae,Delias,Delias_thompsoni,,extant
Pierinae,Delias,Delias_edela,,extant
Pierinae,Delias,Delias_leucobalia,,extant
Pierinae,Delias,Delias_sambawana,,extant
Pierinae,Delias,Delias_hypoxantha,,extant
Pierinae,Delias,Delias_parennia,,extant
Pierinae,Delias,Delias_belladonna,,extant
Pierinae,Delias,Delias_fruhstorferi,,extant
Pierinae,Delias,Delias_momea,,extant
Pierinae,Delias,Delias_albertisi,,extant
Pierinae,Delias,Delias_themis,,extant
Pierinae,Delias,Delias_echidna,,extant
Pierinae,Delias,Delias_leucias,,extant
Pierinae,Delias,Delias_salvini,,extant
Pierinae,Delias,Delias_chimbu,,extant
Pierinae,Delias,Delias_hypomelas,,extant
Pierinae,Delias,Delias_paoaiensis,,extant
Pierinae,Delias,Delias_belisama,,extant
Pierinae,Delias,Delias_flavissima,,extant
Pierinae,Delias,Delias_alberti,,extant
Pierinae,Delias,Delias_tessei,,extant
Pierinae,Delias,Delias_duris,,extant
Pierinae,Delias,Delias_lemoulti,,extant
Pierinae,Delias,Delias_catocausta,,extant
Pierinae,Delias,Delias_hyperapproximata,,extant
Pierinae,Delias,Delias_paniaia,,extant
Pierinae,Delias,Delias_battana,,extant
Pierinae,Delias,Delias_flavistriga,,extant
Pierinae,Delias,Delias_mitisi,,extant
Pierinae,Delias,Delias_agostina,,extant
Pierinae,Delias,Delias_telefominensis,,extant
Pierinae,Delias,Delias_dumasi,,extant
Pierinae,Delias,Delias_sagessa,,extant
Pierinae,Delias,Delias_catisa,,extant
Pierinae,Delias,Delias_hyparete,,extant
Pierinae,Delias,Delias_baracasa,,extant
Pierinae,Delias,Delias_fioretto,,extant
Pierinae,Delias,Delias_mira,,extant
Pierinae,Delias,Delias_talboti,,extant
Pierinae,Delias,Delias_lecerfi,,extant
Pierinae,Delias,Delias_castaneus,,extant
Pierinae,Delias,Delias_hippodamia,,extant
Pierinae,Delias,Delias_ottonia,,extant
Pierinae,Delias,Delias_balimensis,,extant
Pierinae,Delias,Delias_fasciata,,extant
Pierinae,Delias,Delias_microsticha,,extant
Pierinae,Delias,Delias_doylei,,extant
Pierinae,Delias,Delias_lativitta,,extant
Pierinae,Delias,Delias_sacha,,extant
Pierinae,Delias,Delias_carstensziana,,extant
Pierinae,Delias,Delias_hikarui,,extant
Pierinae,Delias,Delias_orphne,,extant
Pierinae,Delias,Delias_fascelis,,extant
Pierinae,Delias,Delias_messalina,,extant
Pierinae,Delias,Delias_agoranis,,extant
Pierinae,Delias,Delias_dorylaea,,extant
Pierinae,Delias,Delias_langda,,extant
Pierinae,Delias,Delias_rothschildi,,extant
Pierinae,Delias,Delias_caroli,,extant
Pierinae,Delias,Delias_hiemalis,,extant
Pierinae,Delias,Delias_ornytion,,extant
Pierinae,Delias,Delias_bakeri,,extant
Pierinae,Delias,Delias_aganippe,,extant
Pierinae,Delias,Delias_surprisa,,extant
Pierinae,Delias,Delias_dorimene,,extant
Pierinae,Delias,Delias_ladas,,extant
Pierinae,Delias,Delias_rosenbergi,,extant
Pierinae,Delias,Delias_hidecoae,,extant
Pierinae,Delias,Delias_oraia,,extant
Pierinae,Delias,Delias_eximia,,extant
Pierinae,Delias,Delias_mesoblema,,extant
Pierinae,Delias,Delias_acalis,,extant
Pierinae,Delias,Delias_subviridis,,extant
Pierinae,Delias,Delias_dohertyi,,extant
Pierinae,Delias,Delias_kummeri,,extant
Pierinae,Delias,Delias_rosamontana,,extant
Pierinae,Delias,Delias_candida,,extant
Pierinae,Delias,Delias_heroni,,extant
Coliadinae,Phoebis,Phoebis_philea,,extant
Coliadinae,Phoebis,Phoebis_avellaneda,,extant
Coliadinae,Phoebis,Phoebis_neocypris,,extant
Coliadinae,Phoebis,Phoebis_agarithe,,extant
Coliadinae,Phoebis,Phoebis_sennae,,extant
Coliadinae,Phoebis,Phoebis_editha,,extant
Coliadinae,Phoebis,Phoebis_argante,,extant
Pierinae,Gideona,Gideona_lucasi,,extant
Pierinae,Nepheronia,Nepheronia_thalassina,,extant
Pierinae,Nepheronia,Nepheronia_pharis,,extant
Pierinae,Nepheronia,Nepheronia_buquetii,,extant
Pierinae,Nepheronia,Nepheronia_argia,,extant
Pierinae,Piercolias,Piercolias_huanaco,,extant
Pierinae,Piercolias,Piercolias_coropunae,,extant
Pierinae,Piercolias,Piercolias_forsteri,,extant
Dismorphiinae,Enantia,Enantia_lina,,extant
Dismorphiinae,Enantia,Enantia_citrinella,,extant
Pierinae,Anthocharis,Anthocharis_bambusarum,,extant
Pierinae,Anthocharis,Anthocharis_euphenoides,,extant
Pierinae,Anthocharis,Anthocharis_sara,,extant
Pierinae,Anthocharis,Anthocharis_thoosa,,extant
Pierinae,Anthocharis,Anthocharis_lanceolata,,extant
Pierinae,Anthocharis,Anthocharis_belia,,extant
Pierinae,Anthocharis,Anthocharis_cethura,,extant
Pierinae,Anthocharis,Anthocharis_gruneri,,extant
Pierinae,Anthocharis,Anthocharis_stella,,extant
Pierinae,Anthocharis,Anthocharis_bieti,,extant
Pierinae,Anthocharis,Anthocharis_midea,,extant
Pierinae,Anthocharis,Anthocharis_cardamines,,extant
Pierinae,Anthocharis,Anthocharis_damone,,extant
Pierinae,Anthocharis,Anthocharis_julia,,extant
Pierinae,Anthocharis,Anthocharis_scolymus,,extant
Pierinae,Cepora,Cepora_vaga,,extant
Pierinae,Cepora,Cepora_abnormis,,extant
Pierinae,Cepora,Cepora_bathseba,,extant
Pierinae,Cepora,Cepora_ethel,,extant
Pierinae,Cepora,Cepora_iudith,,extant
Pierinae,Cepora,Cepora_licaea,,extant
Pierinae,Cepora,Cepora_nadina,,extant
Pierinae,Cepora,Cepora_pactolicus,,extant
Pierinae,Cepora,Cepora_temena,,extant
Pierinae,Cepora,Cepora_amarella,,extant
Pierinae,Cepora,Cepora_boisduvaliana,,extant
Pierinae,Cepora,Cepora_eperia,,extant
Pierinae,Cepora,Cepora_eurygonia,,extant
Pierinae,Cepora,Cepora_julia,,extant
Pierinae,Cepora,Cepora_lichenosa,,extant
Pierinae,Cepora,Cepora_nerissa,,extant
Pierinae,Cepora,Cepora_perimale,,extant
Pierinae,Cepora,Cepora_timnatha,,extant
Pierinae,Cepora,Cepora_aspasia,,extant
Pierinae,Cepora,Cepora_celebensis,,extant
Pierinae,Cepora,Cepora_fora,,extant
Pierinae,Cepora,Cepora_laeta,,extant
Pierinae,Cepora,Cepora_quadricolor,,extant
Coliadinae,Colias,Colias_heos,,extant
Coliadinae,Colias,Colias_palaeno,,extant
Pierinae,Dixeia,Dixeia_piscicollis,,extant
Pierinae,Dixeia,Dixeia_orbona,,extant
Pierinae,Dixeia,Dixeia_dixeyi,,extant
Pierinae,Dixeia,Dixeia_leucophanes,,extant
Pierinae,Dixeia,Dixeia_charina,,extant
Pierinae,Dixeia,Dixeia_capricornus,,extant
Pierinae,Dixeia,Dixeia_spilleri,,extant
Pierinae,Dixeia,Dixeia_pigea,,extant
Pierinae,Dixeia,Dixeia_doxo,,extant
Pierinae,Dixeia,Dixeia_cebron,,extant
Coliadinae,Pyrisitia,Pyrisitia_venusta,,extant
Coliadinae,Pyrisitia,Pyrisitia_portoricensis,,extant
Coliadinae,Pyrisitia,Pyrisitia_lisa,,extant
Coliadinae,Pyrisitia,Pyrisitia_euterpiformis,,extant
Coliadinae,Pyrisitia,Pyrisitia_chamberlaini,,extant
Coliadinae,Pyrisitia,Pyrisitia_pyro,,extant
Coliadinae,Pyrisitia,Pyrisitia_nise,,extant
Coliadinae,Pyrisitia,Pyrisitia_leuce,,extant
Coliadinae,Pyrisitia,Pyrisitia_proterpia,,extant
Coliadinae,Pyrisitia,Pyrisitia_messalina,,extant
Coliadinae,Pyrisitia,Pyrisitia_dina,,extant
Pierinae,Hebomoia,Hebomoia_glaucippe,,extant
Pierinae,Hebomoia,Hebomoia_leucippe,,extant
Dismorphiinae,Moschoneura,Moschoneura_pinthous,,extant
Pierinae,Calopieris,Calopieris_eulimene,,extant
Pierinae,Zegris,Zegris_pyrothoe,,extant
Pierinae,Zegris,Zegris_fausti,,extant
Pierinae,Zegris,Zegris_eupheme,,extant
Pierinae,Charonias,Charonias_eurytele,,extant
Pierinae,Charonias,Charonias_theano,,extant
Pierinae,Catasticta,Catasticta_rileya,,extant
Pierinae,Catasticta,Catasticta_apaturina,,extant
Pierinae,Catasticta,Catasticta_amastris,,extant
Pierinae,Catasticta,Catasticta_anaitis,,extant
Pierinae,Catasticta,Catasticta_hebra,,extant
Pierinae,Catasticta,Catasticta_philodora,,extant
Pierinae,Catasticta,Catasticta_vulnerata,,extant
Pierinae,Catasticta,Catasticta_sinapina,,extant
Pierinae,Catasticta,Catasticta_poujadei,,extant
Pierinae,Catasticta,Catasticta_abiseo,,extant
Pierinae,Catasticta,Catasticta_collina,,extant
Pierinae,Catasticta,Catasticta_pinava,,extant
Pierinae,Catasticta,Catasticta_susiana,,extant
Pierinae,Catasticta,Catasticta_thomasorum,,extant
Pierinae,Catasticta,Catasticta_striata,,extant
Pierinae,Catasticta,Catasticta_eurigania,,extant
Pierinae,Catasticta,Catasticta_nimbata,,extant
Pierinae,Catasticta,Catasticta_watkinsi,,extant
Pierinae,Catasticta,Catasticta_grisea,,extant
Pierinae,Catasticta,Catasticta_tricolor,,extant
Pierinae,Catasticta,Catasticta_sella,,extant
Pierinae,Catasticta,Catasticta_paucartambo,,extant
Pierinae,Catasticta,Catasticta_colla,,extant
Pierinae,Catasticta,Catasticta_incerta,,extant
Pierinae,Catasticta,Catasticta_teutila,,extant
Pierinae,Catasticta,Catasticta_distincta,,extant
Pierinae,Catasticta,Catasticta_modesta,,extant
Pierinae,Catasticta,Catasticta_troezene,,extant
Pierinae,Catasticta,Catasticta_affinis,,extant
Pierinae,Catasticta,Catasticta_fulva,,extant
Pierinae,Catasticta,Catasticta_philais,,extant
Pierinae,Catasticta,Catasticta_tamsa,,extant
Pierinae,Catasticta,Catasticta_seitzi,,extant
Pierinae,Catasticta,Catasticta_duida,,extant
Pierinae,Catasticta,Catasticta_marcapita,,extant
Pierinae,Catasticta,Catasticta_chelidonis,,extant
Pierinae,Catasticta,Catasticta_huebneri,,extant
Pierinae,Catasticta,Catasticta_pieris,,extant
Pierinae,Catasticta,Catasticta_suasa,,extant
Pierinae,Catasticta,Catasticta_superba,,extant
Pierinae,Catasticta,Catasticta_manco,,extant
Pierinae,Catasticta,Catasticta_reducta,,extant
Pierinae,Catasticta,Catasticta_teutamis,,extant
Pierinae,Catasticta,Catasticta_albofasciata,,extant
Pierinae,Catasticta,Catasticta_frontina,,extant
Pierinae,Catasticta,Catasticta_pharnakia,,extant
Pierinae,Catasticta,Catasticta_lisa,,extant
Pierinae,Catasticta,Catasticta_cora,,extant
Pierinae,Catasticta,Catasticta_cinerea,,extant
Pierinae,Catasticta,Catasticta_bithys,,extant
Pierinae,Catasticta,Catasticta_huancabambensis,,extant
Pierinae,Catasticta,Catasticta_philothea,,extant
Pierinae,Catasticta,Catasticta_suadela,,extant
Pierinae,Catasticta,Catasticta_similis,,extant
Pierinae,Catasticta,Catasticta_socorrensis,,extant
Pierinae,Catasticta,Catasticta_discalba,,extant
Pierinae,Catasticta,Catasticta_lycurgus,,extant
Pierinae,Catasticta,Catasticta_radiata,,extant
Pierinae,Catasticta,Catasticta_truncata,,extant
Pierinae,Catasticta,Catasticta_flisa,,extant
Pierinae,Catasticta,Catasticta_notha,,extant
Pierinae,Catasticta,Catasticta_lanceolata,,extant
Pierinae,Catasticta,Catasticta_scurra,,extant
