subfamily,genus,species,synonym,status
Pierinae,Appias,Appias_celestina,,extant
Pierinae,Appias,Appias_paulina,,extant
Pierinae,Appias,Appias_inanis,,extant
Pierinae,Appias,Appias_remedios,,extant
Pierinae,Appias,Appias_ithome,,extant
Pierinae,Appias,Appias_zarinda,,extant
Pierinae,Appias,Appias_lalassis,,extant
Pierinae,Appias,Appias_lucasii,,extant
Pierinae,Appias,Appias_nephele,,extant
Pierinae,Appias,Appias_aegis,Phrissura_aegis,extant
Pierinae,Appias,Appias_caeca,,extant
Pierinae,Appias,Appias_pandione,,extant
Pierinae,Eroessa,Eroessa_chiliensis,,extant
Pseudopontiinae,Pseudopontia,Pseudopontia_paradoxa,,extant
Pierinae,Mylothris,Mylothris_kilimensis,,extant
Pierinae,Mylothris,Mylothris_trimenia,,extant
Pierinae,Mylothris,Mylothris_continua,,extant
Pierinae,Mylothris,Mylothris_mortoni,,extant
Pierinae,Mylothris,Mylothris_sagala,,extant
Pierinae,Mylothris,Mylothris_alcuana,,extant
Pierinae,Mylothris,Mylothris_ertli,,extant
Pierinae,Mylothris,Mylothris_spica,,extant
Pierinae,Mylothris,Mylothris_basalis,,extant
Pierinae,Mylothris,Mylothris_kiellandi,,extant
Pierinae,Mylothris,Mylothris_rhodope,,extant
Pierinae,Mylothris,Mylothris_talboti,,extant
Pierinae,Mylothris,Mylothris_citrina,,extant
Pierinae,Mylothris,Mylothris_mavunda,,extant
Pierinae,Mylothris,Mylothris_rueppellii,,extant
Pierinae,Mylothris,Mylothris_alberici,,extant
Pierinae,Mylothris,Mylothris_erlangeri,,extant
Pierinae,Mylothris,Mylothris_ochrea,,extant
Pierinae,Mylothris,Mylothris_smithii,,extant
Pierinae,Mylothris,Mylothris_jacksoni,,extant
Pierinae,Mylothris,Mylothris_rembina,,extant
Pierinae,Mylothris,Mylothris_superbus,,extant
Pierinae,Mylothris,Mylothris_chloris,,extant
Pierinae,Mylothris,Mylothris_mafuga,,extant
Pierinae,Mylothris,Mylothris_agathina,,extant
Pierinae,Mylothris,Mylothris_elodina,,extant
Pierinae,Mylothris,Mylothris_ochracea,,extant
Pierinae,Mylothris,Mylothris_sjoestedti,,extant
Pierinae,Mylothris,Mylothris_humbloti,,extant
Pierinae,Mylothris,Mylothris_poppea,,extant
Pierinae,Mylothris,Mylothris_sulphurea,,extant
Pierinae,Mylothris,Mylothris_celisi,,extant
Pierinae,Mylothris,Mylothris_leonora,,extant
Pierinae,Mylothris,Mylothris_rubricosta,,extant
Pierinae,Mylothris,Mylothris_nubila,,extant
Pierinae,Mylothris,Mylothris_similis,,extant
Pierinae,Mylothris,Mylothris_atewa,,extant
Pierinae,Mylothris,Mylothris_hilara,,extant
Pierinae,Mylothris,Mylothris_polychroma,,extant
Pierinae,Mylothris,Mylothris_kiwuensis,,extant
Pierinae,Mylothris,Mylothris_ruandana,,extant
Pierinae,Mylothris,Mylothris_croceus,,extant
Pierinae,Mylothris,Mylothris_ngaziya,,extant
Pierinae,Mylothris,Mylothris_schumanni,,extant
Pierinae,Mylothris,Mylothris_asphodelus,,extant
Pierinae,Mylothris,Mylothris_pluviata,,extant
Pierinae,Mylothris,Mylothris_splendens,,extant
Pierinae,Mylothris,Mylothris_carcassoni,,extant
Pierinae,Mylothris,Mylothris_yulei,,extant
Pierinae,Mylothris,Mylothris_crawshayi,,extant
Pierinae,Mylothris,Mylothris_schoutedeni,,extant
Pierinae,Mylothris,Mylothris_arabicus,,extant
Pierinae,Mylothris,Mylothris_flaviana,,extant
Pierinae,Mylothris,Mylothris_phileris,,extant
Pierinae,Mylothris,Mylothris_bernice,,extant
Pierinae,Eucheira,Eucheira_socialis,,extant
Coliadinae,Eurema,Eurema_boisduvaliana,,extant
Coliadinae,Eurema,Eurema_salome,,extant
Coliadinae,Eurema,Eurema_lisa,Pyrisitia_lisa,extant
Pierinae,Pieris,Pieris_angelika,,extant
Coliadinae,Colias,Colias_emilia,,extant
Coliadinae,Colias,Colias_edwardsii,,extant
Coliadinae,Colias,Colias_romanovi,,extant
Coliadinae,Colias,Colias_ariadne,,extant
Pseudopontiinae,Pseudopontia,Pseudopontia_australis,,extant
Pierinae,Appias,Appias_athama,,extant
Pierinae,Appias,Appias_galene,,extant
Pierinae,Appias,Appias_wardii,,extant
Pierinae,Appias,Appias_aurosa,,extant
Pierinae,Appias,Appias_sylvia,,extant
Pierinae,Appias,Appias_placidia,,extant
Pierinae,Appias,Appias_galba,,extant
Dismorphiinae,Leptidea,Leptidea_juvernica,,extant
Dismorphiinae,Leptidea,Leptidea_lorkovici,,extant
Pierinae,Pieris,Pieris_segonzaci,,extant
Pierinae,Pieris,Pieris_elbursina,,extant
Pierinae,Pieris,Pieris_montanus,,extant
Pierinae,Pieris,Pieris_italorum,,extant
Pierinae,Pieris,Pieris_rossioides,,extant
Pierinae,Leptosia,Leptosia_chlorographa,,extant
Pierinae,Leptosia,Leptosia_velocissima,,extant
Coliadinae,Eurema,Eurema_fabiola,,extant
Coliadinae,Eurema,Eurema_jamapa,,extant
Coliadinae,Eurema,Eurema_gratiosa,,extant
Coliadinae,Eurema,Eurema_mandarina,,extant
Pierinae,Aporia,Aporia_gigantea,,extant
Coliadinae,Aphrissa,Aphrissa_boisduvalii,,extant
Pierinae,Aporia,Aporia_kanekoi,,extant
Pierinae,Aporia,Aporia_uedai,,extant
Pierinae,Aporia,Aporia_tayiensis,,extant
Pierinae,Aporia,Aporia_tsinglingica,,extant
Pierinae,Aporia,Aporia_signiana,,extant
Pierinae,Aporia,Aporia_genestieri,,extant
Pierinae,Aporia,Aporia_bernardi,,extant
Pierinae,Aporia,Aporia_monbeigi,,extant
Pierinae,Aporia,Aporia_lemoulti,,extant
Pierinae,Aporia,Aporia_kamei,,extant
Pierinae,Aporia,Aporia_nishimurai,,extant
Pierinae,Appias,Appias_mariana,,extant
Coliadinae,Phoebis,Phoebis_marcellina,,extant
Pierinae,Anthocharis,Anthocharis_belemida,,extant
Pierinae,Colotis,Colotis_evarne,,extant
NA,Pierites,Pierites_freyeri,,fossil
NA,Stolopsyche,Stolopsyche_libytheoides,,fossil
NA,Coliates,Coliates_proserpina,,fossil
Pierinae,Catasticta,Catasticta_pillcopata,,extant
Coliadinae,Colias,Colias_wernerbacki,,extant
Pierinae,Catasticta,Catasticta_pyrczi,,extant
Pierinae,Pieris,Pieris_limnoria,,extant
Coliadinae,Colias,Colias_jomooseri,,extant
Dismorphiinae,Enantia,Enantia_aloika,,extant
NA,Fanessa,Fanessa_pluto,,fossil
Pierinae,Melete,Melete_reyi,,extant
Pierinae,Delias,Delias_maaikeae,,extant
Pierinae,Pieris,Pieris_cronissa,,extant
Pierinae,Delias,Delias_yagishitai,,extant
Pierinae,Delias,Delias_ormoensis,,extant
Pierinae,Pieris,Pieris_methymna,,extant
Pierinae,Leuciacria,Leuciacria_olivei,,extant
Pierinae,Catasticta,Catasticta_sibyllae,,extant
Pierinae,Belenois,Belenois_gridica,,extant
Pseudopontiinae,Pseudopontia,Pseudopontia_mabira,,extant
Pseudopontiinae,Pseudopontia,Pseudopontia_gola,,extant
Pierinae,Delias,Delias_cumanau,,extant
Pierinae,Tatochila,Tatochila_macrodice,,extant
Pseudopontiinae,Pseudopontia,Pseudopontia_zambezi,,extant
Pierinae,Mylothris,Mylothris_citius,,extant
Pierinae,Delias,Delias_durai,,extant
Pierinae,Aporia,Aporia_signana,,extant
Pierinae,Catasticta,Catasticta_melanisa,,extant
Pierinae,Pontia,Pontia_simplonia,,extant
Coliadinae,Pyrisitia,Pyrisitia_westwoodi,,extant
Pierinae,Catasticta,Catasticta_smalli,,extant
Dismorphiinae,Leptidea,Leptidea_darvazensis,,extant
Pierinae,Cunizza,Cunizza_tirimbina,,extant
Pierinae,Euchloe,Euchloe_gruneri,,extant
Dismorphiinae,Leptidea,Leptidea_gigantean,,extant
Pierinae,Ganyra,Ganyra_josepha,,extant
Pierinae,Delias,Delias_brandti,,extant
Pierinae,Mathania,Mathania_hughesi,,extant
Pierinae,Ganyra,Ganyra_limona,,extant
Pierinae,Pieriballia,Pieriballia_noctipennis,,extant
Pierinae,Delias,Delias_carstenziana,,extant
Coliadinae,Pyrisitia,Pyrisitia_nelphe,,extant
Coliadinae,Colias,Colias_misti,,extant
Coliadinae,Teriocolias,Teriocolias_yauta,,extant
Coliadinae,Colias,Colias_tatarica,,extant
Pierinae,Pieris,Pieris_exigua,,extant
Coliadinae,Colias,Colias_balcanica,,extant
Pierinae,Aporia,Aporia_chunhaoi,,extant
Pierinae,Teracolus,Teracolus_agoye,,extant
Coliadinae,Colias,Colias_nastes,,extant
Coliadinae,Colias,Colias_erschoffi,,extant
Coliadinae,Eurema,Eurema_puellamisima,,extant
Coliadinae,Eurema,Eurema_xanthochlora,,extant
Pseudopontiinae,Pseudopieris,Pseudopieris_oculta,,extant
Pierinae,Aporia,Aporia_soracta,,extant
Pierinae,Appias,Appias_machoboides,,extant
Pierinae,Delias,Delias_anamesa,,extant
Pierinae,Delias,Delias_aurantia,,extant
Pierinae,Delias,Delias_dortheysi,,extant
Pierinae,Delias,Delias_frater,,extant
Pierinae,Elodina,Elodina_hyadatis,,extant
Pierinae,Euchloe,Euchloe_lucilla,,extant
Pierinae,Hesperocharis,Hesperocharis_nambii,,extant
Pierinae,Hesperocharis,Hesperocharis_paransis,,extant
Pierinae,Leodonta,Leodonta_chiriquensis,,extant
Pierinae,Leodonta,Leodonta_ekatherinae,,extant
Pierinae,Leodonta,Leodonta_jeanroberti,,extant
Pierinae,Leodonta,Leodonta_tungurahuana,,extant
Pierinae,Pareronia,Pareronia_chinki,,extant
Pierinae,Pieris,Pieris_dubernardi,,extant
Pierinae,Pieris,Pieris_erutae,,extant
Pierinae,Pieris,Pieris_koslovi,,extant
Pierinae,Pieris,Pieris_macdunnoughii,,extant
Pierinae,Pieris,Pieris_narina,,extant
Pierinae,Pieris,Pieris_nesis,,extant
Pierinae,Pieris,Pieris_orientis,,extant
Pierinae,Pieris,Pieris_pseudorapae,,extant
Pierinae,Pieris,Pieris_persis,,extant
